Date,City,Property_Price,Occupancy_Rate,Inflation_Rate,Population_Age_65+,Population_Age_65_Growth,Median_Age,Income_Level,Proximity_to_Healthcare,Walkability_Score,Crime_Rate,Property_Tax_Rate,Public_Transport_Access,Government_Incentives,Environmental_Quality,Senior_Living_Vacancy_Rate,Mental_Health_Programs,Memory_Care_Availability
2020-03-01,Brampton,826533,78,3.04,59559,2.19,42,69440,7,89,8,2,0,1,60.8087008059119,11.707600217115338,1,1
2020-04-01,Brampton,870093,92,3.56,50632,1.6,44,55862,8,62,9,1,1,1,70.08780645711673,8.247506089672019,1,1
2020-05-01,Brampton,940017,72,1.63,29859,1.96,41,67308,9,78,9,2,1,1,85.68516587457042,5.307865688607466,1,1
2020-06-01,Brampton,976731,90,2.75,52652,1.35,46,50265,6,56,3,2,0,0,93.4098219095201,8.270915060016385,1,1
2020-07-01,Brampton,845404,85,3.27,36504,3.2,49,49400,1,65,2,2,1,0,93.46375116523805,7.487432662911822,1,1
2020-08-01,Brampton,971960,81,2.32,48495,2.79,49,50053,5,67,7,2,0,1,91.83892974209205,11.096935693740384,0,1
2020-09-01,Brampton,904455,83,3.63,36339,1.89,43,66950,3,67,3,2,1,0,74.44398562505867,13.522142067229794,1,1
2020-10-01,Brampton,866695,92,3.71,53388,0.57,44,58074,9,61,3,1,1,1,89.0693934541337,13.949106425646658,1,0
2020-11-01,Brampton,888343,74,1.27,52142,2.19,41,53642,4,74,8,2,0,0,98.63166120427871,5.082362415919601,1,0
2020-12-01,Brampton,823439,94,2.03,67630,2.26,43,52384,6,79,1,1,1,0,86.57377165858858,7.140524562274342,1,0
2021-01-01,Brampton,799566,71,1.15,51268,3.36,41,54505,2,70,5,2,1,1,84.08407320509399,9.54960317393011,0,1
2021-02-01,Brampton,917676,85,2.74,48547,1.83,41,65211,9,51,9,1,1,1,66.5868105002922,10.65817992859468,0,0
2021-03-01,Brampton,871776,80,1.51,60508,1.65,49,66906,10,56,3,2,1,0,70.95487278821484,10.976289931955598,1,0
2021-04-01,Brampton,886046,73,3.77,55337,2.81,44,82394,8,65,3,2,1,1,73.97940729232404,14.217274205310659,1,0
2021-05-01,Brampton,869275,93,2.35,63691,2.73,45,49825,5,80,6,2,0,1,61.77581059877308,13.175324159581207,1,1
2021-06-01,Brampton,838586,70,1.51,61672,2.86,43,83827,8,78,4,2,0,1,95.24789358222563,9.211913798253908,1,1
2021-07-01,Brampton,934175,83,2.2,37017,0.86,44,34491,9,65,8,2,1,0,97.67619891353317,10.300884969144239,1,1
2021-08-01,Brampton,826526,73,3.02,49880,1.08,46,56407,10,69,8,2,1,1,95.59863474986726,12.858004651879744,0,1
2021-09-01,Brampton,869847,82,3.49,35156,3.19,44,66335,1,66,10,1,1,0,96.20352493553057,13.693401079073551,0,0
2021-10-01,Brampton,787137,86,2.01,48979,0.9,47,60563,3,84,2,1,1,1,88.11862654178574,6.826630488570137,1,1
2021-11-01,Brampton,992298,85,2.17,44794,2.17,46,54963,4,66,8,1,1,0,76.62814313139717,12.869568104790414,1,1
2021-12-01,Brampton,784537,71,2.2,56972,2.53,43,54787,6,84,9,1,1,0,61.681791843037786,10.982377598518966,1,1
2022-01-01,Brampton,973318,79,1.42,63781,2.63,49,82986,2,84,6,2,1,0,96.04896091911158,6.261026959874093,0,1
2022-02-01,Brampton,942054,93,2.52,66130,3.0,41,70939,8,69,5,1,1,1,81.92815091168606,14.531775382631393,0,1
2022-03-01,Brampton,957049,85,2.69,59944,3.08,48,37152,9,67,8,1,0,1,64.00913026571537,12.543759555249096,0,1
2022-04-01,Brampton,846859,72,1.86,44840,2.44,49,66253,7,82,2,1,1,1,85.58215305509245,11.637667361217,1,0
2022-05-01,Brampton,967102,82,3.7,60680,1.51,43,64090,6,55,3,2,1,1,97.99820037328817,13.056369252749182,0,1
2022-06-01,Brampton,934223,79,1.5,49049,3.21,42,54173,3,89,1,2,1,0,96.71210160838334,6.396423302095836,1,0
2022-07-01,Brampton,891080,79,2.26,66103,3.29,49,69271,4,65,7,2,1,1,99.44721246434781,13.211236261177245,1,1
2022-08-01,Brampton,934653,77,1.3,38791,0.55,48,34428,4,73,2,1,1,1,98.01136200681943,14.987500343913169,0,0
2022-09-01,Brampton,1021318,90,2.07,55329,2.22,48,46498,3,86,1,1,1,1,81.36406760343462,7.182694828533861,0,0
2022-10-01,Brampton,858655,83,1.81,49472,0.68,47,69802,4,76,4,2,1,1,70.44508577732309,8.348569509989812,1,1
2022-11-01,Brampton,898650,73,2.04,38933,0.95,46,79947,9,55,7,1,0,1,63.03841147859667,11.954071485893056,0,1
2022-12-01,Brampton,732442,73,3.59,77684,2.21,44,56227,3,80,2,1,1,0,72.2709100541133,9.752274670017403,1,1
2023-01-01,Brampton,1049557,88,1.88,62784,1.47,44,53631,1,52,3,1,1,1,89.4700088365291,7.156090630821904,0,1
2023-02-01,Brampton,939764,90,3.52,50201,2.58,41,73376,6,60,5,2,0,0,60.4093542563503,5.221595355445215,0,0
2023-03-01,Brampton,824020,95,1.92,42900,0.88,45,66319,4,72,7,2,1,1,94.80421833376417,10.789365594070032,1,1
2023-04-01,Brampton,984684,90,1.02,60781,1.18,45,58707,2,66,3,1,1,1,99.79252117215088,6.147862786606124,1,0
2023-05-01,Brampton,855109,76,2.55,45939,2.21,42,48038,9,76,5,2,1,0,73.58858175344338,14.359551537286034,0,0
2023-06-01,Brampton,1007453,81,3.4,50328,2.1,41,60318,6,81,2,1,0,1,95.46937567783618,11.706633160020996,1,0
2023-07-01,Brampton,960924,92,3.27,46681,2.19,41,27580,8,80,9,1,1,1,91.57201796432601,6.301944598703667,0,0
2023-08-01,Brampton,948253,86,2.89,49708,1.5,46,62090,8,87,8,1,1,1,79.62438753246957,7.166866437053927,0,0
2023-09-01,Brampton,841008,76,1.89,53310,2.18,44,54003,2,70,4,1,0,1,87.67274344500203,6.216181568196494,0,1
2023-10-01,Brampton,915715,87,2.25,60272,2.84,45,72125,5,50,9,2,0,1,96.59727607081186,14.891841643660959,1,1
2023-11-01,Brampton,963691,91,1.69,45249,0.8,50,70729,1,51,5,1,1,1,63.09943189801966,6.626282963157171,0,0
2023-12-01,Brampton,860665,90,2.25,49651,0.77,41,46390,3,84,9,2,1,0,81.96622763160957,12.218531605331123,1,0
2010-01-01,Hamilton,910776,91,3.54,47501,2.54,50,73032,10,84,4,1,1,1,95.11033368770933,6.000316710671537,0,1
2010-02-01,Hamilton,902310,72,1.96,65425,0.97,49,38702,5,87,5,1,0,0,81.28629939939343,6.0715669692692344,0,1
2010-03-01,Hamilton,819978,89,3.84,44473,0.8,42,54276,9,63,7,1,0,1,81.14743414715278,14.279690617870447,1,1
2010-04-01,Hamilton,974013,81,3.94,49038,3.16,48,63884,3,75,2,2,0,0,76.00876382155245,10.769221385996435,1,1
2010-05-01,Hamilton,831519,89,2.7,49057,1.84,43,28097,8,72,9,2,0,1,82.28876179720176,7.068410381435612,1,1
2010-06-01,Hamilton,903162,91,2.36,45198,1.69,50,64033,8,56,3,1,1,1,89.9810643523164,10.098740563064029,1,1
2010-07-01,Hamilton,917557,94,3.38,39752,2.24,46,58185,4,89,9,1,1,1,65.96382714685735,14.578193238132592,1,1
2010-08-01,Hamilton,972717,75,2.64,68479,0.66,42,77858,2,62,7,2,1,1,70.92115182703438,7.445074973444252,0,1
2010-09-01,Hamilton,781106,74,3.62,54418,2.73,47,37115,10,82,4,2,1,0,77.06211416966559,6.859534453910267,0,1
2010-10-01,Hamilton,840303,77,3.46,64086,2.87,48,58114,4,68,6,2,1,1,70.77427672721976,14.890744654737047,1,1
2010-11-01,Hamilton,752765,77,1.34,57340,0.84,43,68568,2,84,6,2,1,0,78.9513344923129,11.484975975472041,0,0
2010-12-01,Hamilton,1039064,73,1.75,45106,0.91,47,18821,6,62,1,1,1,0,75.07278424591883,11.281826045103552,1,0
2011-01-01,Hamilton,1014949,92,3.26,34257,2.16,44,73149,1,90,7,2,0,1,79.39112240361789,6.05778906894067,0,1
2011-02-01,Hamilton,868821,84,2.24,51902,2.61,46,54306,6,67,6,1,1,1,72.44769777417505,9.496798508851573,1,0
2011-03-01,Hamilton,1001539,78,3.38,38282,0.89,48,62733,4,59,7,2,1,1,85.40098264566439,9.428705061058906,1,1
2011-04-01,Hamilton,989188,73,1.99,49318,2.85,45,38899,4,53,6,1,1,1,64.452572859102,7.121253987219399,1,1
2011-05-01,Hamilton,931497,78,3.98,52150,0.81,41,76851,8,71,8,2,1,1,81.34034344538054,13.234530537593207,1,1
2011-06-01,Hamilton,967699,89,1.3,44081,0.62,44,79114,6,55,9,1,1,1,73.18848701656815,8.907503477090932,1,1
2011-07-01,Hamilton,797365,82,3.97,65894,1.14,44,74816,8,62,2,1,1,1,99.53559514559453,9.698020756976796,0,1
2011-08-01,Hamilton,822439,82,2.8,47692,3.33,46,48045,4,75,9,1,1,1,66.89584573193811,12.196639255967115,1,1
2011-09-01,Hamilton,765507,87,1.65,39249,1.76,42,66821,2,73,3,2,1,0,96.48257811505556,6.946296472032246,1,1
2011-10-01,Hamilton,893383,92,3.87,42494,1.07,45,55507,8,56,7,1,1,1,78.6799767813288,13.12033293025994,0,1
2011-11-01,Hamilton,992304,76,1.98,54061,2.11,42,68587,2,69,8,1,1,0,84.34755042117271,6.52652980000607,1,1
2011-12-01,Hamilton,965097,77,3.52,48733,1.61,43,51733,9,80,2,2,1,1,72.51782469393434,10.741619996095828,1,1
2012-01-01,Hamilton,757523,89,2.35,47875,3.38,43,66000,7,85,8,1,1,0,81.42103530782398,7.304219718143372,1,1
2012-02-01,Hamilton,916586,80,1.81,58227,1.14,50,65030,2,54,2,2,1,0,99.11583951144506,9.344201381183295,0,1
2012-03-01,Hamilton,993381,81,2.78,55032,1.3,46,62360,3,88,5,1,0,0,93.3139616636577,11.144100093171659,1,0
2012-04-01,Hamilton,997651,73,1.02,51143,2.58,43,60027,9,81,1,2,1,0,69.05323358948299,9.68579804375139,1,0
2012-05-01,Hamilton,952252,95,3.33,43469,1.39,42,53170,6,74,7,2,0,0,87.26058141769352,8.494476407836284,0,1
2012-06-01,Hamilton,864614,77,1.26,52684,1.16,41,63764,8,58,5,1,0,1,92.17585787660808,7.070848248877104,0,0
2012-07-01,Hamilton,955574,89,3.52,70541,2.92,40,67962,4,89,7,2,0,1,72.85409223260902,14.895648082378068,0,1
2012-08-01,Hamilton,792681,90,2.3,53188,1.78,46,59686,1,84,7,1,0,1,60.50631313936649,5.0120361390901795,1,0
2012-09-01,Hamilton,954446,71,1.94,39055,0.95,46,78779,3,54,2,1,1,0,70.26966405366197,6.008888021058589,1,1
2012-10-01,Hamilton,991582,86,3.58,38827,1.37,47,59378,7,71,7,2,1,1,91.14405434802225,7.487071559664678,1,1
2012-11-01,Hamilton,1031601,88,1.18,44612,2.24,41,34216,1,72,4,1,1,1,90.2637573605652,13.224223100162773,0,0
2012-12-01,Hamilton,1004695,75,3.3,50599,3.14,46,61856,4,67,2,1,1,1,82.08860272218519,10.576612476224163,0,1
2013-01-01,Hamilton,665696,91,2.35,43860,2.31,49,46652,9,76,2,1,0,1,89.41656102028013,13.59643910565396,1,0
2013-02-01,Hamilton,803922,78,1.72,56885,2.23,47,56482,5,51,2,2,1,0,88.87638295969217,13.106657734835125,1,1
2013-03-01,Hamilton,1067427,89,3.98,40991,1.54,44,53313,7,87,5,1,0,1,71.62601317461474,7.335790831218663,1,0
2013-04-01,Hamilton,849628,83,3.38,56622,2.51,47,37520,5,64,9,2,1,0,62.872301817818766,5.942759778989361,1,0
2013-05-01,Hamilton,1019718,77,3.29,42290,2.74,42,73829,5,58,6,2,1,0,87.31027698934079,9.272030272818345,1,1
2013-06-01,Hamilton,985141,83,3.44,57654,0.95,48,82166,9,55,5,1,1,1,65.63540482281594,13.770272712616372,0,1
2013-07-01,Hamilton,702318,74,1.5,45048,2.49,46,61853,7,52,6,1,1,1,87.9293195925252,14.2618892143945,1,1
2013-08-01,Hamilton,878327,84,1.92,43290,2.39,42,43562,3,69,3,2,1,1,86.65706456595652,10.827214759837787,1,0
2013-09-01,Hamilton,872366,72,3.25,54337,1.03,44,74818,4,85,3,1,0,1,76.79478363481228,11.132833468418987,1,1
2013-10-01,Hamilton,945920,86,3.81,40315,2.65,46,39273,3,65,5,1,0,1,90.49275046775904,9.813558321078522,1,1
2013-11-01,Hamilton,859988,84,3.4,44168,0.61,50,28461,4,57,8,2,1,1,92.95190461740137,9.810511274763183,1,1
2013-12-01,Hamilton,832646,84,1.17,47188,2.95,48,61851,3,63,5,2,0,1,71.91148292917195,5.554907210710606,0,0
2014-01-01,Hamilton,947282,74,2.65,22775,0.93,46,47168,4,57,4,1,1,1,96.75408205035639,9.005953741052723,0,0
2014-02-01,Hamilton,872637,91,2.71,38307,1.85,43,57748,9,85,2,2,0,1,95.07391993005825,10.275145198885447,0,0
2014-03-01,Hamilton,950255,82,1.65,62121,1.5,50,22848,6,81,4,1,1,1,88.50872011834198,13.819875907661297,0,0
2014-04-01,Hamilton,950109,94,2.31,65089,2.14,42,76775,8,82,6,1,0,0,73.58259382254116,8.108461555173932,1,1
2014-05-01,Hamilton,923360,74,3.94,71168,1.63,41,76159,9,50,9,1,0,1,94.55467023952833,10.9623107984235,1,1
2014-06-01,Hamilton,898214,90,3.67,54891,3.49,41,60828,9,70,4,2,0,1,94.83562280106668,7.1346151613896875,1,1
2014-07-01,Hamilton,708666,81,2.56,40350,2.4,48,79743,6,64,7,2,1,0,66.795315006433,7.852977208902282,0,1
2014-08-01,Hamilton,880143,70,3.27,41062,2.08,42,43440,9,53,5,2,1,0,76.83040831105842,12.066943803425147,1,1
2014-09-01,Hamilton,852145,72,1.71,55157,1.78,47,40013,6,87,8,1,1,1,62.497974226671275,5.351607132886387,0,1
2014-10-01,Hamilton,963142,75,2.53,56859,3.33,40,56066,5,51,9,2,0,0,75.34036097970956,14.402341928728895,1,1
2014-11-01,Hamilton,857340,94,1.05,48753,3.34,44,54495,6,75,8,1,1,1,93.8818767548222,10.400657152841717,1,1
2014-12-01,Hamilton,860959,85,3.6,51215,2.15,40,64710,1,58,3,1,1,0,76.82150760275506,5.988663384560146,0,1
2015-01-01,Hamilton,664430,86,3.48,65746,1.78,46,88314,3,72,10,2,1,1,99.95379308738525,10.792200352275579,0,1
2015-02-01,Hamilton,803479,77,1.1,44332,2.89,43,72164,3,89,4,2,1,1,96.58782974084858,11.744410713668685,1,1
2015-03-01,Hamilton,918228,94,2.88,36858,2.95,47,48378,5,78,3,1,1,1,87.79869842423386,9.01325443941224,0,1
2015-04-01,Hamilton,846739,74,1.32,45493,1.11,43,29974,3,81,7,2,1,1,98.7813016614008,6.73639312625412,0,1
2015-05-01,Hamilton,886622,85,2.57,41396,1.49,45,54582,2,72,2,1,0,1,88.13363818075729,7.0247856414138,1,0
2015-06-01,Hamilton,912249,85,2.24,42257,0.84,47,56645,9,74,7,2,0,0,60.07490975676674,8.506492829540186,0,0
2015-07-01,Hamilton,882819,93,1.42,48534,2.11,46,46173,4,52,5,1,1,1,81.28479440818826,9.342366966113957,0,1
2015-08-01,Hamilton,909999,75,3.2,45297,1.39,45,82478,2,52,2,1,1,1,69.42569327998748,14.351620107467781,1,1
2015-09-01,Hamilton,857842,72,2.71,60451,2.18,48,60044,4,57,1,2,1,1,80.18307871571203,14.164683486660564,1,1
2015-10-01,Hamilton,917791,74,3.57,40456,1.07,49,67604,1,69,4,2,1,0,77.07608349291348,14.819177845014142,1,1
2015-11-01,Hamilton,748334,80,3.15,46507,0.83,43,58695,8,51,7,2,0,1,99.00407604400802,14.622780601524632,0,0
2015-12-01,Hamilton,841688,74,3.11,59157,1.51,42,77796,6,69,8,1,1,0,68.45881280198986,7.657463761866614,0,1
2016-01-01,Hamilton,818066,87,3.15,61585,2.24,50,52545,3,74,7,1,1,1,76.85359266444193,13.540155304554593,1,0
2016-02-01,Hamilton,804684,86,1.71,55693,3.14,44,61075,4,59,6,1,1,0,72.95398522983379,7.199343138305813,1,1
2016-03-01,Hamilton,829424,83,1.64,47394,2.11,48,83120,6,87,9,2,1,1,67.46231648782462,11.363443153180892,1,0
2016-04-01,Hamilton,1033400,75,2.44,51655,2.54,43,74492,6,68,7,1,1,0,73.04740245111637,14.609174315580614,0,1
2016-05-01,Hamilton,1013053,80,3.23,50308,3.07,43,35655,8,52,4,2,1,1,81.59792908885538,6.975845858283183,1,1
2016-06-01,Hamilton,778654,93,1.78,53543,0.56,47,73553,1,90,9,1,0,0,74.24667861257772,8.72337818385381,0,1
2016-07-01,Hamilton,927404,90,2.43,47341,3.06,42,60563,5,73,9,2,1,1,63.35233733948657,6.607155848915056,1,1
2016-08-01,Hamilton,884798,81,1.93,37915,2.38,42,66181,2,63,3,2,0,0,81.94878422332198,9.810671908474736,0,0
2016-09-01,Hamilton,851283,77,2.03,27824,2.45,49,65981,2,59,1,1,1,1,63.10663447113414,14.597268380389613,1,1
2016-10-01,Hamilton,862998,93,1.66,54996,3.11,48,73267,4,81,3,1,0,1,71.64013453601126,10.206224651714518,0,1
2016-11-01,Hamilton,1013464,91,2.31,43281,1.63,47,62727,3,86,4,2,1,0,91.38040542710212,10.961627979106776,1,0
2016-12-01,Hamilton,929442,81,3.5,62999,2.47,46,49289,6,84,3,1,0,1,70.02177697085281,8.338420643433858,1,0
2017-01-01,Hamilton,927361,81,3.59,43995,2.58,40,48184,8,90,6,2,0,1,94.24381328945535,6.674229477462513,0,1
2017-02-01,Hamilton,922629,88,2.13,64340,1.18,47,46700,2,52,2,2,1,1,73.30618003620205,10.926586478854468,1,1
2017-03-01,Hamilton,985193,71,2.65,59149,1.9,49,46908,5,60,2,2,1,1,93.24539061614783,7.820423547896711,1,0
2017-04-01,Hamilton,807985,93,2.21,34228,1.88,43,47247,4,82,9,1,1,1,62.106933273187884,13.891449619957854,0,1
2017-05-01,Hamilton,1037797,91,1.3,71487,1.54,45,51627,8,66,3,2,0,1,62.55503135447554,8.564178551577875,1,1
2017-06-01,Hamilton,961283,80,2.29,47548,3.36,49,37224,2,51,9,2,1,1,72.58755895485307,9.819075688360021,1,1
2017-07-01,Hamilton,963896,77,1.06,42915,3.33,42,53474,9,85,5,1,1,0,62.08739967865451,14.392241361712067,0,0
2017-08-01,Hamilton,752200,82,2.47,65083,1.19,44,44996,6,86,4,1,1,1,64.39439028210934,9.246834916969604,0,0
2017-09-01,Hamilton,710542,91,2.81,48400,1.86,44,51289,9,90,3,1,0,1,86.45763353803099,13.479241622784109,1,1
2017-10-01,Hamilton,899652,85,3.06,19814,2.44,46,83684,7,75,7,2,1,1,77.97927860741711,7.41671225972601,0,1
2017-11-01,Hamilton,938995,79,2.18,50749,1.11,41,48883,6,78,5,2,1,0,95.8406209184649,13.615642842499565,0,0
2017-12-01,Hamilton,980774,72,1.86,50547,1.62,49,66621,5,63,9,2,1,1,91.5775359526182,6.7935335926455185,1,1
2018-01-01,Hamilton,993053,82,1.12,43392,2.79,42,49302,10,62,3,1,1,1,89.66643554872354,9.994045613802445,1,0
2018-02-01,Hamilton,922630,84,1.74,38848,2.86,41,55825,3,58,6,2,1,0,78.58153854097677,12.481102411599355,0,0
2018-03-01,Hamilton,845087,79,1.95,44055,3.37,48,47560,9,83,2,2,0,0,86.2728922605684,11.538046593843307,0,1
2018-04-01,Hamilton,959157,95,3.04,41356,0.74,43,70392,3,59,3,2,1,1,67.35789671389536,9.646270708685446,0,1
2018-05-01,Hamilton,894992,72,2.78,64717,2.78,42,79480,8,82,9,2,1,1,91.62638104182443,11.971398139457833,1,0
2018-06-01,Hamilton,928192,79,1.84,41492,2.63,41,49068,8,78,3,1,1,1,95.05942452349461,13.521395638544757,1,1
2018-07-01,Hamilton,897020,90,1.38,55246,1.69,43,49845,8,50,4,1,1,0,70.359938181124,9.883381439953187,1,0
2018-08-01,Hamilton,862561,74,1.74,49254,2.3,42,65154,5,53,1,1,1,0,87.50405715682935,14.929034908992644,0,1
2018-09-01,Hamilton,1069231,73,2.54,47403,1.34,42,44315,7,68,6,1,0,1,99.40038991317786,5.962505832377256,0,1
2018-10-01,Hamilton,879108,72,3.63,25076,1.43,43,69898,4,85,8,2,1,0,84.72171248327022,9.60066238957951,1,1
2018-11-01,Hamilton,984379,80,1.2,53161,2.05,43,65244,5,69,7,1,0,1,86.79770453455065,5.1344404398341625,0,1
2018-12-01,Hamilton,913350,89,3.52,53776,2.16,47,57269,6,55,10,1,0,1,84.74387846004406,13.38149165376357,1,1
2019-01-01,Hamilton,859397,91,1.42,55372,2.24,49,84979,8,79,9,1,0,0,69.85839478550021,6.431975038802421,1,0
2019-02-01,Hamilton,882129,71,1.11,53253,1.57,49,77689,2,89,7,1,1,1,77.17371133483098,13.616326062455474,0,0
2019-03-01,Hamilton,894410,76,3.75,49214,0.73,44,74124,10,80,10,2,1,1,63.190537018042846,9.019201869926764,1,1
2019-04-01,Hamilton,907652,77,2.73,57631,3.39,49,73837,8,71,3,2,1,1,91.58848036842195,6.95266935191054,1,1
2019-05-01,Hamilton,812188,94,2.14,40151,0.53,43,62459,3,64,9,1,1,1,75.95346459359023,12.503889270907017,0,0
2019-06-01,Hamilton,825734,86,2.46,64443,2.0,50,34914,8,86,3,2,0,0,97.77064638622204,5.193044167178666,1,0
2019-07-01,Hamilton,842807,79,1.65,58153,2.26,43,79065,9,60,6,2,0,1,80.95896810742856,6.348748464080477,0,0
2019-08-01,Hamilton,867293,86,1.22,44471,0.73,42,44128,9,51,7,1,1,1,68.93995017418577,13.472094875733886,1,1
2019-09-01,Hamilton,922084,89,3.9,49572,2.04,45,67365,10,63,8,1,1,0,73.89589447001356,14.313583672064592,0,1
2019-10-01,Hamilton,932982,85,1.36,56785,1.06,48,31877,10,59,3,1,1,0,60.79519634789121,10.41220628032894,1,1
2019-11-01,Hamilton,944049,87,3.16,49250,2.19,50,69860,7,79,4,1,1,0,82.51080283206127,7.49352310906702,1,0
2019-12-01,Hamilton,931427,91,2.81,51803,1.35,43,39852,4,53,10,1,1,0,85.84041163786796,8.562482530875837,1,1
2020-01-01,Hamilton,830623,86,1.84,53425,0.59,44,41644,7,62,4,1,1,1,73.97700450775153,12.051889789173547,1,1
2020-02-01,Hamilton,652249,83,2.91,37295,0.92,42,74448,7,85,5,1,1,1,95.22329772483866,11.068314289137332,1,0
2020-03-01,Hamilton,863828,82,2.42,51787,1.43,49,53007,8,51,7,2,1,1,72.77536467334741,10.863641413229526,0,0
2020-04-01,Hamilton,795855,72,1.95,46539,2.19,44,72745,5,89,4,2,1,0,79.57323326496945,13.133433290451084,0,0
2020-05-01,Hamilton,945005,88,2.7,44104,1.9,49,70132,8,76,5,2,1,0,62.06219493065005,14.587432969084373,0,1
2020-06-01,Hamilton,957752,80,1.36,49237,2.6,50,35076,5,71,6,2,1,0,60.06899288439363,5.976663181261229,0,1
2020-07-01,Hamilton,919262,93,3.93,48560,3.32,43,40297,8,86,9,1,1,0,61.60979082477003,12.532364143087609,1,1
2020-08-01,Hamilton,903957,72,3.57,62973,2.95,49,58809,4,88,2,1,1,1,78.93684522533782,13.292866775305141,1,0
2020-09-01,Hamilton,869533,83,2.27,56205,1.02,44,51701,3,70,8,2,1,1,87.57360462530417,11.676072297270032,1,1
2020-10-01,Hamilton,842630,72,3.58,42815,2.8,40,71752,3,53,8,2,1,0,80.04930906713632,12.048361975173364,0,1
2020-11-01,Hamilton,1113532,74,1.56,46635,1.11,42,52144,7,68,8,2,0,0,95.11766255998424,5.798310665628734,0,0
2020-12-01,Hamilton,763420,86,2.75,32286,1.39,42,41552,2,55,2,1,1,1,83.13893004007542,14.87595774513281,0,1
2021-01-01,Hamilton,800713,74,3.84,44508,3.46,40,56294,3,65,2,1,0,0,63.772506058509904,9.281280507101417,1,1
2021-02-01,Hamilton,787033,92,3.53,59068,0.73,45,66088,10,81,10,2,1,1,90.4200801766896,10.231780098395006,1,1
2021-03-01,Hamilton,945964,78,1.11,59136,3.31,46,48048,8,83,8,2,1,0,60.342190804726805,13.336075586882403,0,1
2021-04-01,Hamilton,854160,83,2.58,49217,0.69,48,52268,6,51,1,2,1,1,82.18322686142497,12.998294540499016,1,0
2021-05-01,Hamilton,1055428,88,2.86,63698,3.41,42,60801,7,54,4,2,1,0,81.86377053988979,5.882781929684095,1,1
2021-06-01,Hamilton,962810,71,3.58,47733,2.66,44,69737,7,64,4,1,0,1,73.94791581446546,9.001495539058451,1,1
2021-07-01,Hamilton,958495,92,1.51,50567,1.92,50,38554,3,55,8,2,1,1,69.73409976134394,5.401165782885155,1,1
2021-08-01,Hamilton,757911,78,3.72,36193,3.17,50,66181,2,84,5,2,1,1,70.48655641635197,7.128507709599138,0,1
2021-09-01,Hamilton,896187,72,2.22,47895,0.62,48,50415,9,80,3,1,1,0,90.64319996472885,9.452947723752104,0,1
2021-10-01,Hamilton,791973,89,3.71,50344,0.6,45,50367,9,64,9,2,1,1,64.1374066659505,7.31151367562677,0,0
2021-11-01,Hamilton,600000,94,2.3,44098,2.86,49,55970,5,64,5,1,1,1,80.94777328978753,14.824473570470747,0,1
2021-12-01,Hamilton,934767,89,1.45,36146,3.1,43,68896,4,74,3,1,1,0,80.9950887202233,10.996401440689663,1,1
2022-01-01,Hamilton,825816,89,3.55,46182,1.27,44,109316,7,52,7,1,1,1,78.04861253113586,6.490897487682478,1,1
2022-02-01,Hamilton,885885,89,2.23,61711,1.53,43,61613,10,71,2,1,1,0,78.50135941513201,9.189408420801275,1,1
2022-03-01,Hamilton,818619,88,3.98,51805,2.96,46,78939,9,90,5,2,0,0,63.56064498935585,7.717385164844817,1,1
2022-04-01,Hamilton,894250,89,2.89,68629,1.67,48,61870,7,78,6,2,0,0,91.10570278710756,9.927488961293378,1,1
2022-05-01,Hamilton,984395,82,2.55,47163,1.5,43,47704,9,81,3,2,1,0,70.9281402420093,9.089865037338344,1,1
2022-06-01,Hamilton,933626,83,3.31,56259,2.86,43,80548,9,75,8,2,0,1,74.84446655106352,11.974990360370946,1,1
2022-07-01,Hamilton,1017601,75,3.95,61348,3.03,48,66339,2,72,2,2,1,0,79.94179513325173,13.75653387674586,0,1
2022-08-01,Hamilton,698618,74,1.11,55699,1.72,49,49859,6,51,7,1,1,0,73.81785543222054,12.612714296253603,1,1
2022-09-01,Hamilton,856414,90,2.97,54643,1.08,43,55386,3,76,10,1,1,1,96.56835158723248,10.060053347669376,1,1
2022-10-01,Hamilton,803225,77,1.17,44098,2.15,43,58193,6,55,9,2,0,0,84.53971087407919,5.956862073059063,0,0
2022-11-01,Hamilton,966327,93,3.8,76025,3.41,41,67164,6,51,2,2,1,0,95.64202467722139,10.936750743979019,1,1
2022-12-01,Hamilton,808274,73,2.3,71773,0.82,50,32625,3,58,6,2,1,1,80.66617602914411,11.09695455144984,1,0
2023-01-01,Hamilton,997726,70,2.22,51797,3.28,44,65508,3,53,9,2,1,1,93.43225478471345,12.38559498115795,0,0
2023-02-01,Hamilton,896853,82,3.58,52079,1.83,48,74789,8,72,2,2,1,0,85.18269580675087,11.73837961166977,0,1
